enterprise_value,signing_date,industry_sector,client_name,target_inc_country,percentage_to_be_sold
124000,2023-01-01,creative,Deruyter SA,NCL,97
186000,2022-10-11,creative,Keith SA,TUN,29
156000,2022-10-11,finance,Arruda GmbH,PYF,46
86000,2026-04-01,infrastructure,Wilbon SA,MYT,64
128000,2021-12-31,infrastructure,Villar International,MTQ,46
46000,2022-07-07,finance,Landry Ltd,MTQ,7
9000,2026-04-01,creative,Perry SA,FRA,52
101000,2023-01-01,manufacturing,Mcarthur GmbH,CPV,34
9000,2021-12-31,retail,Knight International,STP,49
185000,2021-12-31,creative,Mccall SA,GBR,2
58000,2022-07-07,creative,Paille Inc,ATF,86
166000,2023-01-01,infrastructure,Caywood GmbH,FRA,93
128000,2023-01-01,retail,Nickle International,JPN,11
16000,2026-04-01,creative,Eason Inc,MAR,40
35000,2022-10-11,infrastructure,Nichelson Ltd,FRO,47
175000,2021-12-31,creative,Mosher Ltd,GGY,74
170000,2022-10-11,retail,Cruzan Ltd,AGO,23
51000,2026-04-01,retail,Grant SA,TGO,49
43000,2022-07-07,retail,Lacour GmbH,FLK,47
168000,2023-01-01,infrastructure,Malone PLC,ATF,6
160000,2026-04-01,finance,Ebner GmbH,LSO,68
29000,2022-07-07,retail,Tiano PLC,THA,23
16000,2021-12-31,creative,Litaker PLC,MLT,57
136000,2023-01-01,manufacturing,Marcus GmbH,GIN,90
35000,2022-07-07,infrastructure,Groom Ltd,BRB,40
7000,2023-01-01,finance,Lacroix GmbH,UKR,50
129000,2023-01-01,retail,Bean SA,QAT,18
126000,2022-07-07,creative,Trombly Inc,AUT,89
101000,2023-01-01,creative,Spain GmbH,EGY,2
43000,2022-10-11,creative,Rice Inc,NIU,82
189000,2023-01-01,infrastructure,Seymour Ltd,HMD,86
44000,2022-07-07,creative,Garcia International,TCA,15
91000,2023-01-01,finance,Washburn Ltd,MKD,35
171000,2022-10-11,finance,Romeo Inc,GHA,76
141000,2021-12-31,creative,Franco PLC,CRI,8
165000,2026-04-01,creative,Rogers Inc,WSM,89
47000,2023-01-01,creative,Dickman GmbH,IRQ,25
45000,2023-01-01,finance,Fugate Inc,BEL,87
9000,2022-10-11,retail,Fortin Ltd,NER,18
139000,2021-12-31,infrastructure,Kim SA,AFG,75
23000,2021-12-31,retail,Orourke International,MAC,64
188000,2022-07-07,infrastructure,Clark GmbH,GRD,48
94000,2022-10-11,retail,Harris PLC,ATA,45
14000,2023-01-01,finance,Montgomery SA,GTM,32
152000,2023-01-01,finance,Bates Inc,GIB,30
56000,2022-10-11,retail,Huey International,SWE,75
154000,2026-04-01,finance,Watkins SA,CPV,20
27000,2023-01-01,manufacturing,Erwin GmbH,AGO,16
172000,2022-10-11,manufacturing,Bailey Inc,BMU,100
12000,2023-01-01,retail,Lynch Inc,UMI,15
122000,2023-01-01,infrastructure,Vannest PLC,BMU,12
157000,2026-04-01,finance,Ray SA,COG,1
63000,2026-04-01,creative,Hernandez PLC,CHE,62
110000,2026-04-01,finance,Peeler Ltd,AUT,86
157000,2022-10-11,infrastructure,Thomas SA,MAR,63
92000,2026-04-01,infrastructure,Moulton PLC,BRN,47
190000,2026-04-01,finance,Harness PLC,TJK,36
190000,2023-01-01,retail,Juliana SA,KAZ,87
96000,2022-10-11,infrastructure,Garcia Ltd,VCT,27
93000,2021-12-31,retail,Fuentes SA,COK,55
47000,2023-01-01,infrastructure,Gonzalez Ltd,OMN,2
112000,2022-10-11,infrastructure,Rhoades PLC,DOM,59
191000,2023-01-01,finance,Holloway International,FRA,52
175000,2021-12-31,finance,Clay Inc,BHS,24
66000,2023-01-01,infrastructure,Trout International,AND,60
98000,2021-12-31,creative,Terry International,KWT,73
19000,2022-10-11,finance,Ebling Ltd,GLP,74
147000,2026-04-01,infrastructure,Benedetto SA,TUR,37
95000,2026-04-01,creative,Harris PLC,IRL,62
148000,2026-04-01,finance,Banks SA,MWI,76
106000,2023-01-01,infrastructure,Chirinos SA,LBY,75
146000,2021-12-31,finance,Jackson International,NGA,51
13000,2022-07-07,infrastructure,Freyermuth PLC,RUS,97
44000,2022-10-11,creative,Morales PLC,MYT,26
109000,2022-07-07,finance,Behan International,FSM,13
111000,2026-04-01,infrastructure,Taylor Ltd,DZA,47
112000,2023-01-01,creative,Kirk PLC,MWI,99
48000,2022-10-11,infrastructure,Miller Ltd,GIN,81
168000,2022-10-11,manufacturing,Porter PLC,LBR,50
149000,2022-07-07,retail,Morrell Inc,LKA,81
27000,2026-04-01,manufacturing,Glynn SA,MDV,56
46000,2023-01-01,infrastructure,Joyce PLC,TZA,4
139000,2021-12-31,manufacturing,Lind Ltd,ROU,38
87000,2026-04-01,infrastructure,Nelson Ltd,UZB,19
111000,2026-04-01,retail,Trent Ltd,TKM,97
92000,2022-10-11,manufacturing,Fisher PLC,RWA,7
147000,2021-12-31,finance,Debarge PLC,GUY,56
53000,2023-01-01,creative,Walker Inc,GLP,2
116000,2023-01-01,creative,Rodriguez Ltd,BRN,23
13000,2022-07-07,retail,Cornett Inc,AFG,92
160000,2023-01-01,creative,Michael PLC,TCA,5
150000,2023-01-01,finance,Patterson International,SVN,66
64000,2022-10-11,creative,Bates International,STP,38
87000,2021-12-31,manufacturing,Hanson SA,BLM,45
42000,2021-12-31,manufacturing,Kniffen GmbH,GHA,42
65000,2021-12-31,finance,Herrick GmbH,MTQ,16
74000,2026-04-01,manufacturing,Burkhalter International,LSO,83
124000,2023-01-01,creative,Lopez PLC,HMD,84
35000,2022-10-11,infrastructure,Marrara GmbH,TUV,45
41000,2026-04-01,creative,Deere SA,THA,74
90000,2023-01-01,manufacturing,Johnson Inc,LCA,46
30000,2021-12-31,finance,Brooks Ltd,KOR,80
121000,2022-07-07,infrastructure,Wahid SA,ATG,53
38000,2026-04-01,finance,Gage Inc,FSM,41
190000,2023-01-01,manufacturing,Behrens International,LVA,100
47000,2023-01-01,finance,Perry Inc,MHL,53
31000,2022-10-11,finance,Williams GmbH,TUR,24
169000,2022-10-11,manufacturing,Hartman PLC,GIB,96
2000,2026-04-01,retail,Brunner PLC,BDI,94
192000,2022-07-07,finance,Hopson GmbH,MAF,36
72000,2023-01-01,creative,Costa SA,FRO,93
14000,2021-12-31,infrastructure,Garcia Inc,TZA,83
157000,2023-01-01,finance,Dickman International,AIA,31
79000,2022-07-07,manufacturing,Braddock Ltd,SJM,52
108000,2022-07-07,manufacturing,Polland SA,NRU,21
30000,2022-07-07,creative,Norwood Ltd,LUX,58
36000,2021-12-31,infrastructure,Reyes Ltd,ABW,40
138000,2022-10-11,creative,Schultz SA,KAZ,3
196000,2021-12-31,manufacturing,Hledik Ltd,PYF,100
148000,2022-07-07,manufacturing,Garza International,NPL,37
160000,2021-12-31,infrastructure,Roberts SA,TZA,46
10000,2022-10-11,manufacturing,Levy Ltd,NLD,53
66000,2021-12-31,finance,Lopez International,BES,20
199000,2021-12-31,manufacturing,Kuebler International,JPN,93
92000,2026-04-01,infrastructure,Kukauskas GmbH,EGY,98
106000,2022-10-11,manufacturing,Speck SA,PRK,62
83000,2026-04-01,infrastructure,Vasile PLC,SGP,77
160000,2026-04-01,manufacturing,Swanson International,TKL,83
103000,2022-07-07,infrastructure,Duarte GmbH,PAN,16
67000,2021-12-31,manufacturing,Mccann Inc,LBN,41
141000,2022-07-07,infrastructure,Sawer Ltd,MSR,22
193000,2022-07-07,retail,Anton GmbH,MOZ,92
183000,2026-04-01,finance,Lokken PLC,AUT,33
168000,2026-04-01,creative,Nwachukwu SA,COD,63
27000,2022-10-11,infrastructure,Matthews PLC,MYS,2
150000,2023-01-01,creative,Morey Inc,URY,89
34000,2022-07-07,finance,Bernal GmbH,IRQ,80
199000,2023-01-01,manufacturing,Mccall International,CMR,44
123000,2023-01-01,creative,Anderson International,CRI,28
71000,2022-07-07,retail,Carlyle Inc,HND,96
143000,2021-12-31,creative,Fraire Ltd,PRY,16
68000,2023-01-01,retail,Watkins PLC,BRN,92
115000,2023-01-01,finance,Ward Ltd,COM,26
40000,2026-04-01,manufacturing,Comer GmbH,FSM,88
93000,2026-04-01,retail,Redmon Ltd,JEY,40
100000,2023-01-01,creative,Franklin Inc,HRV,21
47000,2023-01-01,finance,Mcclure SA,DJI,30
5000,2023-01-01,creative,Shumway Inc,PCN,79
52000,2022-07-07,finance,Delrosso Ltd,SLE,61
128000,2022-10-11,finance,Vance International,NGA,67
94000,2026-04-01,manufacturing,Woodham SA,CCK,7
18000,2022-10-11,retail,Pitts International,ASM,54
137000,2023-01-01,infrastructure,Baxter International,EGY,39
64000,2023-01-01,finance,Dean Ltd,ATA,61
157000,2022-07-07,retail,Chang SA,AIA,44
67000,2022-07-07,retail,Fennell GmbH,STP,7
173000,2022-10-11,creative,Owen Ltd,GRL,8
199000,2023-01-01,finance,Kendal PLC,SYC,4
97000,2022-07-07,finance,Carpenter PLC,BFA,69
193000,2022-10-11,infrastructure,Simonelli Inc,KAZ,41
30000,2022-07-07,creative,Collins Inc,BWA,27
68000,2022-07-07,infrastructure,Landefeld GmbH,SMR,41
97000,2022-07-07,infrastructure,Zulauf SA,NPL,80
21000,2022-10-11,creative,Pullen Inc,VCT,85
41000,2026-04-01,manufacturing,Mcfadden GmbH,BVT,7
175000,2022-10-11,creative,Brown International,MNE,94
171000,2026-04-01,infrastructure,Huston SA,MNG,22
151000,2023-01-01,infrastructure,Schneider SA,DOM,10
99000,2023-01-01,creative,Hendrix GmbH,ITA,62
51000,2022-10-11,retail,Garwood PLC,CHE,35
176000,2023-01-01,finance,Thompson Inc,NIC,95
64000,2022-10-11,manufacturing,Hamiton GmbH,MDG,84
33000,2026-04-01,manufacturing,Rouleau GmbH,BLR,35
35000,2026-04-01,finance,Robichaux International,ITA,6
120000,2022-07-07,manufacturing,Matthews Inc,GLP,3
102000,2022-07-07,retail,Ellis PLC,LBN,46
173000,2023-01-01,infrastructure,Kelly Inc,MDG,94
151000,2022-07-07,retail,Mcdermott Ltd,LUX,86
81000,2026-04-01,infrastructure,Marshall International,MAF,32
147000,2021-12-31,manufacturing,West GmbH,UZB,80
112000,2023-01-01,creative,Espy Inc,PLW,13
84000,2022-10-11,retail,Kim Ltd,KNA,66
83000,2021-12-31,manufacturing,Montgomery PLC,GUF,24
28000,2021-12-31,finance,Murphy SA,PRY,31
37000,2022-10-11,manufacturing,Lee International,ATA,83
36000,2022-07-07,finance,Vasquez Ltd,PRI,50
44000,2022-10-11,infrastructure,Jackson Ltd,MUS,91
84000,2022-07-07,creative,Thomas International,LVA,50
48000,2021-12-31,creative,Fowlkes SA,MMR,91
152000,2022-10-11,retail,Meyers Ltd,PRK,40
123000,2022-10-11,manufacturing,Whitmire GmbH,BGR,85
185000,2026-04-01,infrastructure,Taylor PLC,ASM,13
25000,2026-04-01,infrastructure,Young Ltd,ARG,68
146000,2022-10-11,creative,Reid SA,BHS,72
82000,2022-10-11,retail,Mitchem PLC,BMU,76
30000,2023-01-01,retail,Dougherty International,SUR,71
179000,2022-07-07,manufacturing,Whitlock Inc,IRL,28
61000,2022-10-11,creative,Carter Ltd,GNQ,95
96000,2021-12-31,manufacturing,Harry Ltd,SXM,24
165000,2023-01-01,finance,Ellison SA,RUS,85
79000,2023-01-01,infrastructure,Manners Ltd,IRQ,55
155000,2022-07-07,retail,Sargent International,BHS,86
170000,2022-07-07,finance,Pope GmbH,SVN,59
119000,2022-07-07,manufacturing,Ellis Ltd,KHM,84
10000,2022-10-11,retail,Mccrimmon International,CUB,56
195000,2021-12-31,retail,Hillman SA,MEX,82
188000,2023-01-01,manufacturing,Baran International,GNB,90
131000,2023-01-01,finance,Shaw PLC,CUW,83
80000,2026-04-01,manufacturing,Bovee International,CAN,10
198000,2022-07-07,infrastructure,Zaragoza PLC,PRI,80
13000,2021-12-31,infrastructure,Hagins PLC,SVN,81
82000,2023-01-01,creative,Wood Ltd,UMI,78
34000,2026-04-01,infrastructure,Brandt SA,KGZ,26
5000,2021-12-31,retail,Luckenbach GmbH,NOR,92
79000,2022-07-07,retail,Searcy Inc,SDN,45
118000,2021-12-31,manufacturing,Morter Ltd,ESH,1
66000,2026-04-01,creative,Banning International,AND,49
6000,2026-04-01,retail,Harteau Inc,ATA,15
128000,2022-07-07,creative,Peebles Inc,JEY,71
80000,2023-01-01,finance,Yanni International,ERI,14
37000,2026-04-01,retail,Moore Inc,KGZ,83
44000,2023-01-01,infrastructure,Seely International,BLZ,93
96000,2022-07-07,finance,Harrison PLC,VAT,24
156000,2021-12-31,creative,Jones PLC,TCA,75
153000,2021-12-31,creative,Acuna SA,LVA,19
45000,2021-12-31,retail,Cayton PLC,NAM,95
126000,2023-01-01,retail,Perez PLC,CRI,87
160000,2021-12-31,manufacturing,Hanscom Ltd,YEM,4
150000,2026-04-01,retail,Stroud Ltd,SLE,97
47000,2022-10-11,manufacturing,Akers Ltd,DNK,37
42000,2022-10-11,retail,Wright Ltd,MYT,95
24000,2022-07-07,retail,Biron Inc,GEO,3
126000,2026-04-01,infrastructure,Shepard Inc,TZA,32
39000,2022-10-11,retail,Logan Ltd,MLI,93
122000,2026-04-01,manufacturing,Pleasant SA,CPV,70
119000,2023-01-01,manufacturing,Klein International,KOR,88
130000,2022-10-11,infrastructure,Worley International,SLB,33
125000,2022-07-07,infrastructure,Speck GmbH,PAK,57
0000,2023-01-01,manufacturing,Lamb Ltd,IRL,19
91000,2022-07-07,retail,Smart International,IRL,76
156000,2023-01-01,infrastructure,Cooper Inc,KOR,16
185000,2022-07-07,infrastructure,Royce Ltd,DEU,86
128000,2022-10-11,creative,Morris Ltd,THA,100
186000,2022-07-07,manufacturing,Maulden PLC,ATF,83
167000,2021-12-31,finance,Lovell Inc,MEX,27
146000,2022-07-07,retail,Ramsey International,RUS,46
23000,2023-01-01,creative,Davis International,GHA,88
67000,2021-12-31,creative,Liu Ltd,HRV,29
164000,2022-10-11,retail,Frank SA,URY,83
95000,2026-04-01,manufacturing,Petty PLC,IMN,23
1000,2026-04-01,infrastructure,Beatty International,TTO,61
146000,2026-04-01,creative,Greenhalgh International,SGS,79
157000,2023-01-01,infrastructure,Yates Ltd,CYM,58
185000,2022-10-11,infrastructure,Seneca GmbH,THA,73
179000,2023-01-01,retail,Glantz Inc,FSM,54
39000,2022-10-11,manufacturing,Ioele GmbH,MHL,61
99000,2023-01-01,manufacturing,Bryant Inc,VAT,56
180000,2022-10-11,finance,Hillhouse PLC,DEU,68
10000,2026-04-01,finance,Ingram International,TUN,55
120000,2022-10-11,manufacturing,Miller GmbH,DOM,57
116000,2022-07-07,infrastructure,Roberts Inc,IMN,48
175000,2026-04-01,creative,Lester International,COK,48
146000,2026-04-01,manufacturing,Amin International,BLR,42
46000,2022-07-07,creative,Basso PLC,MLT,57
3000,2022-10-11,creative,Demers Ltd,IOT,14
139000,2023-01-01,retail,Dunleavy International,PRY,15
22000,2026-04-01,finance,Bernardo PLC,CHE,59
72000,2021-12-31,creative,Garrison International,GTM,38
157000,2022-07-07,retail,Padula GmbH,STP,29
29000,2022-10-11,retail,Verne SA,BLZ,76
169000,2021-12-31,manufacturing,Helms Ltd,PSE,95
173000,2021-12-31,creative,Hibner International,BES,23
3000,2022-10-11,infrastructure,Langham Inc,SSD,17
165000,2023-01-01,manufacturing,Brougham PLC,VGB,49
183000,2022-07-07,creative,Lowell GmbH,IRN,20
60000,2026-04-01,retail,Johnson SA,GRD,22
66000,2021-12-31,creative,Konakowitz Inc,GIN,60
48000,2021-12-31,creative,Ledoux Ltd,LBR,87
101000,2026-04-01,manufacturing,Robinson SA,HUN,50
136000,2023-01-01,finance,Reilly Inc,LBN,3
174000,2021-12-31,finance,Dyer SA,REU,71
33000,2021-12-31,manufacturing,Chavez Inc,LSO,81
155000,2022-10-11,retail,Martin PLC,BLZ,99
33000,2021-12-31,finance,Coleman International,ARM,81
44000,2022-07-07,infrastructure,Mims Ltd,GIB,65
85000,2022-10-11,manufacturing,Henry Inc,MDV,30
13000,2023-01-01,manufacturing,Delang SA,BES,58
115000,2022-10-11,retail,Jones International,AUT,26
169000,2021-12-31,finance,Fulkerson PLC,GIB,52
121000,2022-10-11,retail,Schuler Ltd,GBR,5
134000,2022-10-11,manufacturing,Lukasiewicz GmbH,HRV,54
121000,2023-01-01,manufacturing,Hockenberry PLC,HTI,14
170000,2023-01-01,finance,Neely Ltd,ZMB,66
140000,2022-10-11,manufacturing,Watson PLC,MRT,52
59000,2021-12-31,infrastructure,Scott Inc,SLV,28
28000,2026-04-01,retail,Williams SA,PRI,50
137000,2023-01-01,retail,Mendoza PLC,KHM,18
64000,2023-01-01,creative,Mcclure International,FRA,30
121000,2026-04-01,infrastructure,Carter GmbH,JEY,6
18000,2022-10-11,infrastructure,Torres Inc,GHA,100
32000,2022-10-11,retail,Nolan Inc,PER,97
110000,2023-01-01,retail,Greer GmbH,MOZ,52
53000,2022-07-07,finance,Satterfield Inc,ALA,80
98000,2022-07-07,infrastructure,Roth Inc,ALA,3
76000,2022-10-11,infrastructure,Houle Ltd,USA,15
138000,2021-12-31,manufacturing,Spencer SA,RWA,26
170000,2023-01-01,infrastructure,Patterson SA,GIB,53
91000,2021-12-31,infrastructure,Pearce PLC,IND,21
17000,2022-10-11,creative,Smiley International,HND,2
187000,2026-04-01,infrastructure,Aviles PLC,GRL,27
99000,2026-04-01,manufacturing,Cameron International,SRB,85
172000,2022-07-07,creative,Ladwig SA,GTM,2
88000,2022-10-11,infrastructure,Wideman International,TUN,22
194000,2021-12-31,infrastructure,Silva Inc,MDV,63
177000,2021-12-31,retail,Gonzalez PLC,BLZ,76
156000,2023-01-01,finance,Proffer Ltd,COK,68
97000,2026-04-01,retail,Caras PLC,VIR,61
76000,2026-04-01,creative,Callahan PLC,MDV,11
116000,2026-04-01,finance,Grill GmbH,FIN,1
59000,2026-04-01,finance,Young International,MNE,97
163000,2023-01-01,finance,Shellenberger International,GEO,88
41000,2026-04-01,infrastructure,Kutchera GmbH,TTO,93
106000,2022-07-07,infrastructure,Siegal Inc,MNG,77
161000,2026-04-01,manufacturing,Remillard Ltd,QAT,72
147000,2021-12-31,manufacturing,Hoskins SA,MCO,43
29000,2022-07-07,manufacturing,Pettaway SA,CCK,12
11000,2023-01-01,finance,Minor PLC,SHN,90
9000,2023-01-01,retail,Williams SA,KOR,23
118000,2022-10-11,manufacturing,Musselman Inc,TUN,4
125000,2022-10-11,creative,King PLC,NGA,20
182000,2023-01-01,finance,Viggiano Inc,BLZ,8
102000,2026-04-01,retail,Kirchner SA,BMU,24
56000,2023-01-01,infrastructure,Thurber SA,NZL,89
15000,2026-04-01,finance,Scott PLC,MDA,67
103000,2021-12-31,manufacturing,Register Inc,TUV,35
144000,2023-01-01,infrastructure,Salazar Ltd,VGB,4
129000,2026-04-01,finance,Ireland SA,MAF,61
174000,2023-01-01,creative,Santoyo PLC,TLS,1
104000,2022-10-11,finance,Cazares International,BES,93
21000,2026-04-01,manufacturing,Tucker Ltd,SUR,9
46000,2026-04-01,creative,Smith PLC,TCA,5
76000,2022-07-07,finance,Englert Ltd,ALB,91
93000,2021-12-31,creative,Wade Ltd,FRA,1
107000,2021-12-31,finance,Mclaughlin International,IND,40
83000,2022-07-07,infrastructure,Graves PLC,NAM,63
53000,2026-04-01,finance,Dunn GmbH,FRA,75
4000,2026-04-01,infrastructure,Bienkowski PLC,BES,29
100000,2022-10-11,retail,Stanwick International,VEN,12
15000,2022-10-11,infrastructure,Cannaday GmbH,MLT,100
52000,2022-10-11,finance,Salinas International,HKG,70
185000,2023-01-01,retail,Miller Ltd,GEO,18
24000,2022-07-07,finance,Ledbetter SA,MNG,41
91000,2022-07-07,creative,Yearout Ltd,BGD,59
55000,2022-07-07,creative,Ryan GmbH,IMN,70
94000,2022-10-11,creative,Mayfield GmbH,GAB,39
103000,2022-10-11,infrastructure,Smith PLC,COG,18
181000,2023-01-01,manufacturing,Glazier Inc,NCL,35
157000,2026-04-01,finance,Buckley PLC,GLP,25
117000,2026-04-01,finance,Carollo PLC,UKR,20
164000,2026-04-01,retail,Kirkland Inc,SGS,1
19000,2023-01-01,creative,Carlson Ltd,ZMB,61
188000,2022-10-11,finance,Padilla PLC,GRL,95
82000,2021-12-31,finance,Allen Ltd,MDG,71
82000,2022-07-07,retail,Nabors Inc,SJM,80
50000,2026-04-01,retail,Armstrong Ltd,QAT,79
158000,2022-10-11,creative,Miller Inc,JPN,21
142000,2021-12-31,manufacturing,Washington Inc,BGR,36
36000,2026-04-01,retail,Connor International,HRV,6
45000,2022-07-07,creative,Brown International,PNG,54
19000,2021-12-31,retail,Fraise Ltd,VAT,39
67000,2023-01-01,retail,Hartman Inc,GTM,59
20000,2022-10-11,infrastructure,Petrus GmbH,COL,12
197000,2023-01-01,infrastructure,Stamp PLC,AZE,28
18000,2026-04-01,retail,Peters Inc,ISR,55
6000,2023-01-01,finance,Fleetwood PLC,FRO,16
117000,2022-07-07,infrastructure,Shaw Ltd,HMD,48
115000,2026-04-01,manufacturing,Rivas Inc,FJI,39
98000,2022-07-07,manufacturing,Ingram SA,ZWE,57
177000,2026-04-01,retail,Willoughby International,BMU,25
42000,2021-12-31,finance,Brady GmbH,SRB,94
47000,2023-01-01,creative,Greene SA,GRD,28
78000,2023-01-01,infrastructure,Foreman SA,PLW,24
9000,2022-10-11,retail,Golden PLC,BRN,55
161000,2021-12-31,retail,Johansen SA,COG,86
137000,2023-01-01,retail,Bally PLC,ISL,19
138000,2022-10-11,manufacturing,Holt PLC,PLW,75
113000,2022-10-11,infrastructure,Cianciolo International,ETH,3
157000,2021-12-31,creative,Huebner Ltd,KGZ,48
73000,2022-10-11,finance,Mitchell SA,ARM,74
165000,2026-04-01,manufacturing,Baremore PLC,SGP,6
137000,2022-07-07,finance,Tang Ltd,MAR,44
98000,2026-04-01,creative,Bixby SA,ZMB,34
146000,2022-07-07,infrastructure,Hodges GmbH,GRC,98
124000,2023-01-01,retail,Turner SA,KEN,14
111000,2022-07-07,manufacturing,Hill International,TON,7
165000,2022-07-07,manufacturing,Irizarry Inc,SSD,24
156000,2026-04-01,finance,Shinabery Ltd,DNK,65
183000,2022-07-07,manufacturing,Larzazs GmbH,SRB,27
199000,2021-12-31,manufacturing,Hanrahan GmbH,ECU,29
92000,2023-01-01,retail,Villalobos International,QAT,24
115000,2021-12-31,manufacturing,Bullman GmbH,TLS,54
57000,2022-07-07,manufacturing,Bennett Ltd,IND,99
13000,2023-01-01,retail,Lorge GmbH,IRN,94
177000,2021-12-31,manufacturing,Whaley International,SMR,100
151000,2026-04-01,retail,Groves Inc,TON,91
35000,2021-12-31,manufacturing,Walton SA,DNK,15
167000,2026-04-01,manufacturing,Vanderlip International,GEO,100
69000,2022-07-07,retail,Oliphant GmbH,PSE,79
41000,2023-01-01,creative,Stewart Inc,RWA,91
171000,2021-12-31,retail,Mccusker SA,PYF,64
132000,2023-01-01,finance,Mclaurin PLC,LCA,26
41000,2026-04-01,retail,Hankins Ltd,NER,20
195000,2026-04-01,infrastructure,Garcia SA,TON,31
53000,2022-07-07,infrastructure,Dupree International,COK,95
102000,2022-10-11,manufacturing,Hubbard PLC,SRB,69
140000,2026-04-01,manufacturing,Stott GmbH,TJK,59
55000,2021-12-31,manufacturing,Barrett Ltd,GNB,68
86000,2021-12-31,finance,Kulik PLC,NRU,39
24000,2022-10-11,infrastructure,Martin GmbH,MKD,98
76000,2022-07-07,creative,Grassi PLC,MKD,9
154000,2026-04-01,retail,Mccandless Ltd,TCD,75
21000,2026-04-01,manufacturing,Almazan International,CYP,98
151000,2023-01-01,manufacturing,Head Ltd,ECU,4
4000,2022-10-11,creative,Cassidy GmbH,LAO,4
150000,2021-12-31,infrastructure,Fischer International,NIC,23
159000,2021-12-31,creative,Bateman SA,TUV,7
177000,2022-10-11,infrastructure,Dodson International,ESH,77
86000,2021-12-31,manufacturing,Chambers Inc,MHL,27
75000,2022-10-11,retail,Sinkler Inc,DMA,62
133000,2022-07-07,finance,Luckett Ltd,MMR,10
126000,2022-10-11,manufacturing,Conte GmbH,CHL,23
164000,2026-04-01,infrastructure,Saenz Inc,ECU,78
157000,2022-10-11,finance,Harrison International,BEN,56
138000,2021-12-31,finance,Knudson SA,CMR,95
140000,2022-10-11,finance,Oroark GmbH,LBR,6
1000,2022-10-11,finance,Emerson Inc,TCA,78
120000,2022-07-07,infrastructure,Willis International,MWI,31
78000,2022-10-11,creative,Daugherty SA,GRL,77
89000,2026-04-01,finance,Bambacigno SA,AUS,62
162000,2021-12-31,infrastructure,Mathews PLC,SRB,31
30000,2026-04-01,finance,Schell GmbH,DZA,3
108000,2022-10-11,retail,Shiflet Ltd,IDN,91
106000,2022-07-07,infrastructure,Bonilla Ltd,TUV,52
174000,2022-10-11,infrastructure,Blount International,EGY,97
46000,2023-01-01,retail,Wilson SA,SAU,33
148000,2022-07-07,creative,Shipley GmbH,EGY,50
54000,2023-01-01,finance,Kelly SA,BES,80
129000,2026-04-01,manufacturing,Renner GmbH,LTU,61
52000,2021-12-31,manufacturing,Kolb GmbH,ALA,13
32000,2022-07-07,finance,Baker PLC,PRK,8
1000,2022-10-11,creative,Fierro International,TON,21
64000,2021-12-31,creative,Westfall Ltd,GLP,70
134000,2026-04-01,retail,Delahoussaye SA,BEL,62
171000,2022-10-11,manufacturing,Moody International,IMN,73
107000,2021-12-31,creative,Bras SA,BFA,47
3000,2023-01-01,infrastructure,Blanchard GmbH,ARE,53
179000,2022-10-11,retail,Odonnell PLC,UZB,65
73000,2023-01-01,finance,Glenn Inc,BHR,60
120000,2023-01-01,finance,Williams International,MLT,61
179000,2023-01-01,infrastructure,Santiago SA,SSD,1
97000,2026-04-01,finance,Heiskell PLC,GRC,18
199000,2023-01-01,infrastructure,Barry SA,BHR,9
114000,2022-10-11,infrastructure,Daniels SA,BLR,10
145000,2023-01-01,manufacturing,Mcbrien International,DNK,79
145000,2023-01-01,finance,Chilton International,PYF,32
69000,2023-01-01,retail,Stiltner Inc,AGO,53
115000,2021-12-31,finance,Watts GmbH,TGO,17
117000,2022-10-11,manufacturing,Glenn PLC,SWE,74
196000,2021-12-31,finance,Anderson PLC,RUS,24
177000,2022-10-11,finance,Olivarez Inc,CHN,82
180000,2022-10-11,finance,Walters International,GUM,38
61000,2022-10-11,manufacturing,Clark PLC,CRI,17
67000,2021-12-31,finance,Ramirez GmbH,AIA,23
157000,2022-10-11,retail,Giordano International,URY,69
43000,2023-01-01,retail,Parson International,SOM,61
15000,2022-07-07,manufacturing,Wiseman Inc,REU,24
159000,2022-10-11,infrastructure,Sanders PLC,DMA,32
79000,2021-12-31,infrastructure,Decoteau SA,NOR,81
138000,2021-12-31,retail,Hickman Ltd,MRT,93
22000,2022-10-11,creative,Seeley Ltd,ABW,49
73000,2022-07-07,finance,Damato SA,CRI,28
129000,2022-10-11,finance,Bailey PLC,MNP,50
188000,2022-07-07,manufacturing,Petela Inc,BLM,22
15000,2026-04-01,infrastructure,Weller International,UKR,14
16000,2023-01-01,infrastructure,Paulson Inc,ARE,48
122000,2021-12-31,finance,Stidham Inc,FSM,60
60000,2022-07-07,finance,Hahn PLC,ITA,36
154000,2021-12-31,creative,Linnane GmbH,MCO,72
179000,2022-07-07,creative,Vaca PLC,TCA,88
104000,2022-07-07,creative,Barnum SA,MAC,25
87000,2023-01-01,creative,Myatt PLC,ALB,4
154000,2022-07-07,manufacturing,Williams Inc,ESP,89
180000,2021-12-31,retail,Jefferson GmbH,POL,24
0000,2023-01-01,finance,Parker Ltd,MDV,73
180000,2022-07-07,finance,Orman SA,CYP,61
98000,2022-07-07,retail,Burnley Inc,NOR,93
55000,2023-01-01,infrastructure,Obrien SA,DZA,20
113000,2022-10-11,creative,Milligan PLC,MAC,52
122000,2022-10-11,manufacturing,Koch International,UZB,76
187000,2022-07-07,finance,Allen SA,WSM,59
